Date,Corridor,Delay_Type,Minutes_Delayed
2025-08-14,Mountain,accident,26.0
2025-08-14,Valley,mechanical,32.0
2025-08-14,Valley, weather ,29.0
2025-08-14,Valley,traffic,28.0
2025-08-14,Valley,staff,34.0
2025-08-14,Valley,signal,28.0
2025-08-14,Valley,accident,37.0
2025-08-15,North-South,mechanical,41.0
2025-08-15,North-South,traffic,43.0
2025-08-15,North-South,staff,36.0
2025-08-15,North-South,accident,36.0
2025-08-15,East-West,mechanical,39.0
2025-08-15,East-West, weather ,35.0
2025-08-15,East-West,traffic,40.0
2025-08-15,East-West,staff,28.0
2025-08-15,East-West,signal,50.0
2025-08-15,East-West,accident,25.0
2025-08-15,Central,mechanical,42.0
2025-08-15,Central, weather ,31.0
2025-08-15,Central,traffic,49.0
2025-08-15,Central,staff,35.0
2025-08-15,Central,signal,26.0
2025-08-15,Central,accident,40.0
2025-08-15,Coastal,mechanical,35.0
2025-08-15,Coastal,traffic,32.0
2025-08-15,Coastal,staff,26.0
2025-08-15,Coastal,signal,42.0
2025-08-15,Coastal,accident,30.0
2025-08-15,Mountain,mechanical,33.0
2025-08-15,Mountain,staff,35.0
2025-08-15,Mountain,signal,40.0
2025-08-15,Valley,mechanical,32.0
2025-08-15,Valley, weather ,25.0
2025-08-15,Valley,traffic,44.0
2025-08-15,Valley,staff,33.0
2025-08-15,Valley,signal,39.0
2025-08-15,Valley,accident,50.0
2025-08-16,North-South,mechanical,32.0
2025-08-16,North-South, weather ,34.0
2025-08-16,North-South,traffic,30.0
2025-08-16,North-South,staff,30.0
2025-08-16,North-South,signal,35.0
2025-08-16,North-South,accident,
2025-08-16,East-West,mechanical,33.0
2025-08-16,East-West, weather ,44.0
2025-08-16,East-West,traffic,36.0
2025-08-16,East-West,staff,42.0
2025-08-16,East-West,signal,33.0
2025-08-16,Central,mechanical,
2025-08-16,Central, weather ,34.0
2025-08-16,Central,traffic,41.0
2025-08-16,Central,staff,32.0
2025-08-16,Central,signal,34.0
2025-08-16,Central,accident,41.0
2025-08-16,Coastal,mechanical,31.0
2025-08-16,Coastal,traffic,38.0
2025-08-16,Coastal,signal,35.0
2025-08-16,Mountain,mechanical,35.0
2025-08-16,Mountain,traffic,40.0
2025-08-16,Mountain,staff,28.0
2025-08-16,Mountain,accident,35.0
2025-08-16,Valley,mechanical,34.0
2025-08-16,Valley, weather ,46.0
2025-08-16,Valley,traffic,40.0
2025-08-16,Valley,staff,38.0
2025-08-16,Valley,signal,31.0
2025-08-16,Valley,accident,32.0
2025-08-17,North-South,mechanical,28.0
2025-08-17,North-South,,36.0
2025-08-17,North-South,traffic,37.0
2025-08-17,North-South,staff,41.0
2025-08-17,North-South,signal,31.0
2025-08-17,North-South,accident,31.0
2025-08-17,East-West,mechanical,32.0
2025-08-17,East-West, weather ,36.0
2025-08-17,East-West,traffic,
2025-08-17,East-West,staff,45.0
2025-08-17,East-West,signal,44.0
2025-08-17,East-West,accident,38.0
2025-08-17,Central,mechanical,34.0
2025-08-17,Central,staff,27.0
2025-08-17,Central,signal,36.0
2025-08-17,Central,accident,
2025-08-17,Coastal,mechanical,39.0
2025-08-17,Coastal,traffic,40.0
2025-08-17,Coastal,staff,35.0
2025-08-17,Coastal,signal,36.0
2025-08-17,Coastal,accident,49.0
2025-08-17,Mountain,mechanical,
2025-08-17,Mountain, weather ,27.0
2025-08-17,Mountain,traffic,42.0
2025-08-17,Mountain,staff,42.0
2025-08-17,Mountain,signal,36.0
2025-08-17,Valley,mechanical,35.0
2025-08-17,Valley, weather ,47.0
2025-08-17,Valley,traffic,35.0
2025-08-17,Valley,staff,32.0
2025-08-17,Valley,signal,30.0
2025-08-17,Valley,accident,38.0
2025-08-18,North-South,mechanical,34.0
2025-08-18,North-South, weather ,32.0
2025-08-18,North-South,traffic,31.0
2025-08-18,North-South,staff,34.0
2025-08-18,North-South,signal,32.0
2025-08-18,North-South,accident,44.0
2025-08-18,East-West,mechanical,36.0
2025-08-18,East-West, weather ,29.0
2025-08-18,East-West,traffic,29.0
2025-08-18,East-West,staff,28.0
2025-08-18,East-West,signal,31.0
2025-08-18,East-West,accident,31.0
2025-08-18,Central,mechanical,27.0
2025-08-18,Central,traffic,38.0
2025-08-18,Central,staff,32.0
2025-08-18,Central,signal,28.0
2025-08-18,Central,accident,31.0
2025-08-18,Coastal,mechanical,31.0
2025-08-18,Coastal, weather ,38.0
2025-08-18,Coastal,traffic,30.0
2025-08-18,Coastal,staff,38.0
2025-08-18,Coastal,signal,38.0
2025-08-18,Coastal,accident,23.0
2025-08-18,Mountain, weather ,32.0
2025-08-18,Mountain,traffic,44.0
2025-08-18,Mountain,staff,42.0
2025-08-18,Mountain,,23.0
2025-08-18,Mountain,accident,36.0
2025-08-18,Valley,mechanical,27.0
2025-08-18,Valley, weather ,35.0
2025-08-18,Valley,traffic,45.0
2025-08-18,Valley,staff,33.0
2025-08-18,Valley,signal,27.0
2025-08-18,Valley,accident,35.0
2025-08-19,North-South,mechanical,38.0
2025-08-19,North-South, weather ,32.0
2025-08-19,North-South,traffic,35.0
2025-08-19,North-South,accident,31.0
2025-08-19,East-West,mechanical,31.0
2025-08-19,East-West,traffic,30.0
2025-08-19,East-West,staff,35.0
2025-08-19,East-West,signal,30.0
2025-08-19,East-West,accident,37.0
2025-08-19,Central,mechanical,32.0
2025-08-19,Central, weather ,41.0
2025-08-19,Central,traffic,43.0
2025-08-19,Central,staff,38.0
2025-08-19,Central,signal,41.0
2025-08-19,Central,accident,39.0
2025-08-19,Coastal,mechanical,38.0
2025-08-19,Coastal, weather ,35.0
2025-08-19,Coastal,traffic,30.0
2025-08-19,Coastal,staff,35.0
2025-08-19,Coastal,signal,29.0
2025-08-19,Mountain,mechanical,38.0
2025-08-19,Mountain, weather ,32.0
2025-08-19,Mountain,traffic,26.0
2025-08-19,Mountain,staff,35.0
2025-08-19,Mountain,accident,33.0
2025-08-19,Valley,mechanical,37.0
2025-08-19,Valley, weather ,33.0
2025-08-19,Valley,staff,42.0
2025-08-19,Valley,signal,38.0
2025-08-19,Valley,accident,39.0
2025-08-20,North-South,mechanical,33.0
2025-08-20,North-South, weather ,23.0
2025-08-20,North-South,signal,33.0
2025-08-20,North-South,accident,35.0
2025-08-20,East-West,mechanical,40.0
2025-08-20,East-West, weather ,40.0
2025-08-20,East-West,traffic,33.0
2025-08-20,East-West,signal,28.0
2025-08-20,East-West,accident,36.0
2025-08-20,Central,mechanical,40.0
2025-08-20,Central, weather ,27.0
2025-08-20,Central,staff,32.0
2025-08-20,Central,signal,31.0
2025-08-20,Coastal,mechanical,36.0
2025-08-20,Coastal, weather ,31.0
2025-08-20,Coastal,traffic,31.0
2025-08-20,Coastal,staff,37.0
2025-08-20,Coastal,signal,42.0
2025-08-20,Coastal,accident,36.0
2025-08-20,Mountain, weather ,43.0
2025-08-20,Mountain,traffic,35.0
2025-08-20,Mountain,staff,28.0
2025-08-20,Mountain,,31.0
2025-08-20,Mountain,accident,
2025-08-20,Valley,mechanical,40.0
2025-08-20,Valley, weather ,43.0
2025-08-20,Valley,traffic,39.0
2025-08-20,Valley,staff,34.0
2025-08-21,North-South,mechanical,40.0
2025-08-21,North-South, weather ,30.0
2025-08-21,North-South,traffic,29.0
2025-08-21,North-South,staff,40.0
2025-08-21,North-South,signal,36.0
2025-08-21,North-South,accident,35.0
2025-08-21,East-West, weather ,
2025-08-21,East-West,traffic,39.0
2025-08-21,East-West,staff,33.0
2025-08-21,East-West,signal,37.0
2025-08-21,East-West,accident,
2025-08-21,Central,mechanical,27.0
2025-08-21,Central, weather ,39.0
2025-08-21,Central,traffic,29.0
2025-08-21,Central,staff,30.0
2025-08-21,Central,signal,35.0
2025-08-21,Central,accident,
2025-08-21,Coastal,mechanical,35.0
2025-08-21,Coastal, weather ,35.0
2025-08-21,Coastal,traffic,34.0
2025-08-21,Coastal,staff,38.0
2025-08-21,Coastal,signal,33.0
2025-08-21,Coastal,accident,42.0
2025-08-21,Mountain,mechanical,39.0
2025-08-21,Mountain, weather ,25.0
2025-08-21,Mountain,traffic,34.0
2025-08-21,Mountain,staff,35.0
2025-08-21,Mountain,signal,26.0
2025-08-21,Mountain,accident,31.0
2025-08-21,Valley,mechanical,31.0
2025-08-21,Valley, weather ,33.0
2025-08-21,Valley,traffic,31.0
2025-08-21,Valley,staff,29.0
2025-08-21,Valley,signal,28.0
2025-08-21,Valley,accident,35.0
2025-08-22,North-South,mechanical,36.0
2025-08-22,North-South, weather ,35.0
2025-08-22,North-South,traffic,
2025-08-22,North-South,staff,27.0
2025-08-22,North-South,signal,30.0
2025-08-22,North-South,accident,36.0
2025-08-22,East-West, weather ,35.0
2025-08-22,East-West,traffic,32.0
2025-08-22,East-West,staff,37.0
2025-08-22,East-West,signal,40.0
2025-08-22,East-West,accident,33.0
2025-08-22,Central,mechanical,39.0
2025-08-22,Central, weather ,33.0
2025-08-22,Central,traffic,32.0
2025-08-22,Central,staff,27.0
2025-08-22,Central,signal,34.0
2025-08-22,Central,accident,45.0
2025-08-22,Coastal,mechanical,39.0
2025-08-22,Coastal, weather ,43.0
2025-08-22,Coastal,traffic,
2025-08-22,Coastal,staff,48.0
2025-08-22,Coastal,signal,30.0
2025-08-22,Coastal,accident,29.0
2025-08-22,Mountain,mechanical,43.0
2025-08-22,Mountain, weather ,39.0
2025-08-22,Mountain,traffic,38.0
2025-08-22,Mountain,staff,37.0
2025-08-22,Mountain,signal,
2025-08-22,Mountain,accident,36.0
2025-08-22,Valley,mechanical,42.0
2025-08-22,Valley,traffic,33.0
2025-08-22,Valley,staff,31.0
2025-08-22,Valley,accident,34.0
2025-08-23,North-South,mechanical,32.0
2025-08-23,North-South, weather ,31.0
2025-08-23,North-South,traffic,37.0
2025-08-23,North-South,staff,45.0
2025-08-23,North-South,signal,36.0
2025-08-23,North-South,accident,49.0
2025-08-23,East-West,mechanical,36.0
2025-08-23,East-West,signal,29.0
2025-08-23,East-West,accident,34.0
2025-08-23,Central, weather ,
2025-08-23,Central,traffic,37.0
2025-08-23,Central,staff,33.0
2025-08-23,Central,signal,40.0
2025-08-23,Central,accident,41.0
2025-08-23,Coastal,mechanical,32.0
2025-08-23,Coastal, weather ,42.0
2025-08-23,Coastal,traffic,25.0
2025-08-23,Coastal,staff,32.0
2025-08-23,Coastal,signal,32.0
2025-08-23,Mountain,mechanical,31.0
2025-08-23,Mountain, weather ,29.0
2025-08-23,Mountain,traffic,33.0
2025-08-23,Mountain,staff,38.0
2025-08-23,Mountain,signal,37.0
2025-08-23,Mountain,accident,26.0
2025-08-23,Valley,mechanical,34.0
2025-08-23,Valley, weather ,34.0
2025-08-23,Valley,traffic,28.0
2025-08-23,Valley,staff,41.0
2025-08-23,Valley,signal,33.0
2025-08-23,Valley,accident,
2025-08-24,North-South,mechanical,29.0
2025-08-24,North-South, weather ,39.0
2025-08-24,North-South,traffic,
2025-08-24,North-South,signal,31.0
2025-08-24,North-South,accident,32.0
2025-08-24,East-West,mechanical,36.0
2025-08-24,East-West, weather ,36.0
2025-08-24,East-West,traffic,32.0
2025-08-24,East-West,staff,43.0
2025-08-24,East-West,signal,35.0
2025-08-24,East-West,accident,38.0
2025-08-24,Central,mechanical,
2025-08-24,Central, weather ,32.0
2025-08-24,Central,traffic,34.0
2025-08-24,Central,staff,25.0
2025-08-24,Central,accident,29.0
2025-08-24,Coastal,mechanical,34.0
2025-08-24,Coastal, weather ,36.0
2025-08-24,Coastal,traffic,38.0
2025-08-24,Coastal,staff,33.0
2025-08-24,Coastal,,40.0
2025-08-24,Coastal,accident,31.0
2025-08-24,Mountain,mechanical,32.0
2025-08-24,Mountain, weather ,34.0
2025-08-24,Mountain,traffic,48.0
2025-08-24,Mountain,staff,35.0
2025-08-24,Mountain,signal,35.0
2025-08-24,Mountain,accident,32.0
2025-08-24,Valley,mechanical,29.0
2025-08-24,Valley, weather ,35.0
2025-08-24,Valley,traffic,32.0
2025-08-24,Valley,staff,31.0
2025-08-24,Valley,accident,31.0
2025-08-25,North-South,mechanical,36.0
2025-08-25,North-South,,26.0
2025-08-25,North-South,traffic,27.0
2025-08-25,North-South,staff,31.0
2025-08-25,North-South,signal,39.0
2025-08-25,North-South,accident,30.0
2025-08-25,East-West,mechanical,28.0
2025-08-25,East-West,signal,31.0
2025-08-25,East-West,accident,36.0
2025-08-25,Central,mechanical,36.0
2025-08-25,Central, weather ,
2025-08-25,Central,traffic,44.0
2025-08-25,Central,staff,39.0
2025-08-25,Central,signal,39.0
2025-08-25,Central,accident,35.0
2025-08-25,Coastal,mechanical,35.0
2025-08-25,Coastal, weather ,36.0
2025-08-25,Coastal,traffic,29.0
2025-08-25,Coastal,staff,33.0
2025-08-25,Coastal,signal,39.0
2025-08-25,Mountain, weather ,36.0
2025-08-25,Mountain,traffic,35.0
2025-08-25,Mountain,staff,36.0
2025-08-25,Mountain,signal,38.0
2025-08-25,Mountain,accident,45.0
2025-08-25,Valley,mechanical,27.0
2025-08-25,Valley, weather ,32.0
2025-08-25,Valley,traffic,35.0
2025-08-25,Valley,staff,31.0
2025-08-26,North-South,mechanical,29.0
2025-08-26,North-South, weather ,33.0
2025-08-26,North-South,traffic,32.0
2025-08-26,North-South,staff,30.0
2025-08-26,North-South,signal,38.0
2025-08-26,East-West,mechanical,34.0
2025-08-26,East-West, weather ,33.0
2025-08-26,East-West,traffic,28.0
2025-08-26,East-West,staff,34.0
2025-08-26,East-West,signal,31.0
2025-08-26,East-West,accident,24.0
2025-08-26,Central,mechanical,39.0
2025-08-26,Central, weather ,34.0
2025-08-26,Central,traffic,29.0
2025-08-26,Central,staff,34.0
2025-08-26,Central,signal,32.0
2025-08-26,Central,accident,41.0
2025-08-26,Coastal,mechanical,29.0
2025-08-26,Coastal, weather ,31.0
2025-08-26,Coastal,signal,28.0
2025-08-26,Coastal,accident,31.0
2025-08-26,Mountain,mechanical,35.0
2025-08-26,Mountain, weather ,34.0
2025-08-26,Mountain,traffic,33.0
2025-08-26,Mountain,staff,38.0
2025-08-26,Mountain,signal,39.0
2025-08-26,Mountain,accident,39.0
2025-08-26,Valley, weather ,
2025-08-26,Valley,traffic,37.0
2025-08-26,Valley,staff,35.0
2025-08-26,Valley,signal,32.0
2025-08-27,North-South,mechanical,42.0
2025-08-27,North-South, weather ,38.0
2025-08-27,North-South,traffic,37.0
2025-08-27,North-South,staff,45.0
2025-08-27,North-South,signal,39.0
2025-08-27,North-South,accident,40.0
2025-08-27,East-West,mechanical,41.0
2025-08-27,East-West, weather ,40.0
2025-08-27,East-West,traffic,35.0
2025-08-27,East-West,staff,37.0
2025-08-27,East-West,signal,32.0
2025-08-27,East-West,accident,43.0
2025-08-27,Central,mechanical,41.0
2025-08-27,Central, weather ,35.0
2025-08-27,Central,traffic,34.0
2025-08-27,Central,staff,29.0
2025-08-27,Central,accident,37.0
2025-08-27,Coastal,mechanical,32.0
2025-08-27,Coastal, weather ,32.0
2025-08-27,Coastal,accident,29.0
2025-08-27,Mountain,,37.0
2025-08-27,Mountain, weather ,37.0
2025-08-27,Mountain,staff,31.0
2025-08-27,Mountain,signal,31.0
2025-08-27,Mountain,accident,35.0
2025-08-27,Valley,mechanical,37.0
2025-08-27,Valley,traffic,30.0
2025-08-27,Valley,staff,41.0
2025-08-27,Valley,signal,41.0
2025-08-27,Valley,accident,37.0
2025-08-28,North-South,mechanical,36.0
2025-08-28,North-South, weather ,39.0
2025-08-28,North-South,traffic,39.0
2025-08-28,North-South,staff,33.0
2025-08-28,North-South,accident,37.0
2025-08-28,East-West,mechanical,31.0
2025-08-28,East-West, weather ,35.0
2025-08-28,East-West,traffic,
2025-08-28,East-West,staff,30.0
2025-08-28,East-West,signal,35.0
2025-08-28,East-West,accident,28.0
2025-08-28,Central,mechanical,32.0
2025-08-28,Central, weather ,42.0
2025-08-28,Central,traffic,29.0
2025-08-28,Central,staff,34.0
2025-08-28,Central,signal,
2025-08-28,Central,accident,34.0
2025-08-28,Coastal,mechanical,27.0
2025-08-28,Coastal, weather ,32.0
2025-08-28,Coastal,traffic,32.0
2025-08-28,Coastal,staff,
2025-08-28,Coastal,signal,43.0
2025-08-28,Coastal,accident,37.0
2025-08-28,Mountain,mechanical,25.0
2025-08-28,Mountain, weather ,29.0
2025-08-28,Mountain,traffic,34.0
2025-08-28,Mountain,accident,32.0
2025-08-28,Valley,mechanical,41.0
2025-08-28,Valley, weather ,35.0
2025-08-28,Valley,traffic,36.0
2025-08-28,Valley,staff,40.0
2025-08-28,Valley,signal,36.0
2025-08-28,Valley,accident,37.0
2025-08-29,North-South,mechanical,35.0
2025-08-29,North-South, weather ,35.0
2025-08-29,North-South,traffic,30.0
2025-08-29,North-South,staff,41.0
2025-08-29,North-South,signal,35.0
2025-08-29,North-South,accident,
2025-08-29,East-West,mechanical,38.0
2025-08-29,East-West, weather ,37.0
2025-08-29,East-West,staff,42.0
2025-08-29,East-West,signal,27.0
2025-08-29,Central,mechanical,31.0
2025-08-29,Central, weather ,38.0
2025-08-29,Central,traffic,36.0
2025-08-29,Central,staff,49.0
2025-08-29,Central,signal,35.0
2025-08-29,Central,accident,34.0
2025-08-29,Coastal,mechanical,33.0
2025-08-29,Coastal, weather ,27.0
2025-08-29,Coastal,traffic,41.0
2025-08-29,Coastal,staff,39.0
2025-08-29,Coastal,signal,38.0
2025-08-29,Coastal,accident,37.0
2025-08-29,Mountain,mechanical,38.0
2025-08-29,Mountain, weather ,41.0
2025-08-29,Mountain,traffic,41.0
2025-08-29,Mountain,staff,33.0
2025-08-29,Mountain,signal,28.0
2025-08-29,Valley,mechanical,27.0
2025-08-29,Valley,staff,37.0
2025-08-29,Valley,signal,28.0
2025-08-30,North-South,mechanical,33.0
2025-08-30,North-South, weather ,40.0
2025-08-30,North-South,traffic,28.0
2025-08-30,North-South,staff,
2025-08-30,North-South,signal,30.0
2025-08-30,North-South,accident,41.0
2025-08-30,East-West,mechanical,36.0
2025-08-30,East-West, weather ,40.0
2025-08-30,East-West,traffic,29.0
2025-08-30,East-West,staff,38.0
2025-08-30,East-West,signal,37.0
2025-08-30,East-West,accident,39.0
2025-08-30,Central,mechanical,35.0
2025-08-30,Central, weather ,27.0
2025-08-30,Central,traffic,32.0
2025-08-30,Central,staff,24.0
2025-08-30,Central,accident,32.0
2025-08-30,Coastal,mechanical,34.0
2025-08-30,Coastal, weather ,37.0
2025-08-30,Coastal,traffic,29.0
2025-08-30,Coastal,signal,33.0
2025-08-30,Coastal,accident,29.0
2025-08-30,Mountain,mechanical,39.0
2025-08-30,Mountain, weather ,31.0
2025-08-30,Mountain,traffic,37.0
2025-08-30,Mountain,staff,46.0
2025-08-30,Mountain,signal,24.0
2025-08-30,Mountain,accident,17.0
2025-08-30,Valley,mechanical,36.0
2025-08-30,Valley,traffic,33.0
2025-08-30,Valley,staff,44.0
2025-08-30,Valley,signal,35.0
2025-08-30,Valley,accident,33.0
2025-08-31,North-South,mechanical,36.0
2025-08-31,North-South, weather ,39.0
2025-08-31,North-South,traffic,34.0
2025-08-31,North-South,staff,34.0
2025-08-31,North-South,signal,
2025-08-31,North-South,accident,
2025-08-31,East-West,mechanical,29.0
2025-08-31,East-West, weather ,26.0
2025-08-31,East-West,traffic,40.0
2025-08-31,East-West,staff,32.0
2025-08-31,East-West,signal,47.0
2025-08-31,East-West,,29.0
2025-08-31,Central,mechanical,30.0
2025-08-31,Central, weather ,31.0
2025-08-31,Central,traffic,29.0
2025-08-31,Central,staff,37.0
2025-08-31,Central,signal,33.0
2025-08-31,Central,accident,44.0
2025-08-31,Coastal, weather ,34.0
2025-08-31,Coastal,traffic,26.0
2025-08-31,Coastal,staff,42.0
2025-08-31,Coastal,signal,40.0
2025-08-31,Coastal,accident,30.0
2025-08-31,Mountain,traffic,
2025-08-31,Mountain,signal,33.0
2025-08-31,Mountain,accident,43.0
2025-08-31,Valley,mechanical,33.0
2025-08-31,Valley, weather ,32.0
2025-08-31,Valley,traffic,41.0
2025-08-31,Valley,signal,38.0
2025-08-31,Valley,accident,27.0
2025-09-01,North-South,mechanical,27.0
2025-09-01,North-South, weather ,
2025-09-01,North-South,traffic,
2025-09-01,North-South,staff,46.0
2025-09-01,North-South,signal,45.0
2025-09-01,North-South,accident,35.0
2025-09-01,East-West,mechanical,31.0
2025-09-01,East-West, weather ,36.0
2025-09-01,East-West,traffic,37.0
2025-09-01,East-West,staff,32.0
2025-09-01,East-West,signal,30.0
2025-09-01,East-West,accident,33.0
2025-09-01,Central,mechanical,32.0
2025-09-01,Central, weather ,42.0
2025-09-01,Central,traffic,38.0
2025-09-01,Central,staff,38.0
2025-09-01,Central,signal,32.0
2025-09-01,Coastal,mechanical,41.0
2025-09-01,Coastal, weather ,36.0
2025-09-01,Coastal,traffic,47.0
2025-09-01,Coastal,staff,40.0
2025-09-01,Coastal,signal,36.0
2025-09-01,Coastal,accident,28.0
2025-09-01,Mountain,mechanical,33.0
2025-09-01,Mountain, weather ,39.0
2025-09-01,Mountain,traffic,34.0
2025-09-01,Mountain,staff,34.0
2025-09-01,Mountain,signal,43.0
2025-09-01,Mountain,accident,35.0
2025-09-01,Valley,mechanical,37.0
2025-09-01,Valley, weather ,33.0
2025-09-01,Valley,traffic,32.0
2025-09-01,Valley,staff,45.0
2025-09-01,Valley,accident,33.0
2025-09-02,North-South,mechanical,35.0
2025-09-02,North-South, weather ,38.0
2025-09-02,North-South,traffic,27.0
2025-09-02,North-South,staff,37.0
2025-09-02,North-South,accident,44.0
2025-09-02,East-West,mechanical,30.0
2025-09-02,East-West,staff,38.0
2025-09-02,East-West,signal,41.0
2025-09-02,East-West,accident,29.0
2025-09-02,Central,mechanical,
2025-09-02,Central, weather ,39.0
2025-09-02,Central,traffic,32.0
2025-09-02,Central,staff,43.0
2025-09-02,Central,signal,33.0
2025-09-02,Central,accident,35.0
2025-09-02,Coastal,mechanical,
2025-09-02,Coastal, weather ,38.0
2025-09-02,Coastal,traffic,21.0
2025-09-02,Coastal,staff,30.0
2025-09-02,Coastal,signal,37.0
2025-09-02,Coastal,accident,33.0
2025-09-02,Mountain,mechanical,40.0
2025-09-02,Mountain, weather ,33.0
2025-09-02,Mountain,traffic,
2025-09-02,Mountain,staff,29.0
2025-09-02,Mountain,signal,37.0
2025-09-02,Mountain,accident,33.0
2025-09-02,Valley,mechanical,33.0
2025-09-02,Valley, weather ,32.0
2025-09-02,Valley,traffic,33.0
2025-09-02,Valley,staff,31.0
2025-09-02,Valley,accident,31.0
2025-09-03,North-South,mechanical,34.0
2025-09-03,North-South, weather ,43.0
2025-09-03,North-South,traffic,45.0
2025-09-03,North-South,staff,45.0
2025-09-03,North-South,signal,32.0
2025-09-03,North-South,accident,32.0
2025-09-03,East-West,mechanical,43.0
2025-09-03,East-West,traffic,39.0
2025-09-03,East-West,staff,29.0
2025-09-03,East-West,signal,41.0
2025-09-03,East-West,accident,36.0
2025-09-03,Central, weather ,31.0
2025-09-03,Central,traffic,39.0
2025-09-03,Central,staff,34.0
2025-09-03,Central,accident,39.0
2025-09-03,Coastal,mechanical,32.0
2025-09-03,Coastal, weather ,34.0
2025-09-03,Coastal,traffic,49.0
2025-09-03,Coastal,signal,38.0
2025-09-03,Coastal,accident,31.0
2025-09-03,Mountain,mechanical,40.0
2025-09-03,Mountain, weather ,46.0
2025-09-03,Mountain,traffic,32.0
2025-09-03,Mountain,staff,37.0
2025-09-03,Mountain,signal,30.0
2025-09-03,Valley,mechanical,34.0
2025-09-03,Valley, weather ,37.0
2025-09-03,Valley,traffic,33.0
2025-09-03,Valley,staff,25.0
2025-09-03,Valley,accident,48.0
2025-09-04,North-South,mechanical,29.0
2025-09-04,North-South, weather ,31.0
2025-09-04,North-South,signal,47.0
2025-09-04,North-South,accident,34.0
2025-09-04,East-West,mechanical,33.0
2025-09-04,East-West, weather ,31.0
2025-09-04,East-West,signal,41.0
2025-09-04,East-West,accident,
2025-09-04,Central,mechanical,33.0
2025-09-04,Central, weather ,45.0
2025-09-04,Central,traffic,37.0
2025-09-04,Central,staff,39.0
2025-09-04,Central,signal,35.0
2025-09-04,Central,accident,45.0
2025-09-04,Coastal,mechanical,40.0
2025-09-04,Coastal, weather ,44.0
2025-09-04,Coastal,staff,36.0
2025-09-04,Coastal,signal,36.0
2025-09-04,Mountain,mechanical,31.0
2025-09-04,Mountain, weather ,30.0
2025-09-04,Mountain,traffic,42.0
2025-09-04,Mountain,staff,30.0
2025-09-04,Mountain,accident,32.0
2025-09-04,Valley,mechanical,48.0
2025-09-04,Valley, weather ,39.0
2025-09-04,Valley,traffic,39.0
2025-09-04,Valley,staff,37.0
2025-09-04,Valley,accident,40.0
2025-09-05,North-South,mechanical,46.0
2025-09-05,North-South, weather ,32.0
2025-09-05,North-South,staff,40.0
2025-09-05,North-South,signal,33.0
2025-09-05,North-South,accident,46.0
2025-09-05,East-West,mechanical,34.0
2025-09-05,East-West, weather ,43.0
2025-09-05,East-West,traffic,36.0
2025-09-05,East-West,staff,34.0
2025-09-05,East-West,signal,42.0
2025-09-05,Central,mechanical,46.0
2025-09-05,Central, weather ,43.0
2025-09-05,Central,traffic,
2025-09-05,Central,staff,35.0
2025-09-05,Central,signal,32.0
2025-09-05,Central,accident,33.0
2025-09-05,Coastal,mechanical,39.0
2025-09-05,Coastal, weather ,41.0
2025-09-05,Coastal,staff,43.0
2025-09-05,Mountain,mechanical,34.0
2025-09-05,Mountain, weather ,27.0
2025-09-05,Mountain,traffic,34.0
2025-09-05,Mountain,accident,42.0
2025-09-05,Valley,mechanical,32.0
2025-09-05,Valley, weather ,39.0
2025-09-05,Valley,traffic,29.0
2025-09-05,Valley,signal,37.0
2025-09-05,Valley,accident,41.0
2025-09-06,North-South,mechanical,30.0
2025-09-06,North-South, weather ,32.0
2025-09-06,North-South,traffic,23.0
2025-09-06,North-South,staff,31.0
2025-09-06,North-South,accident,31.0
2025-09-06,East-West,mechanical,25.0
2025-09-06,East-West, weather ,41.0
2025-09-06,East-West,traffic,40.0
2025-09-06,East-West,staff,32.0
2025-09-06,East-West,signal,26.0
2025-09-06,East-West,accident,33.0
2025-09-06,Central,mechanical,33.0
2025-09-06,Central, weather ,31.0
2025-09-06,Central,staff,36.0
2025-09-06,Central,signal,39.0
2025-09-06,Central,accident,35.0
2025-09-06,Coastal, weather ,30.0
2025-09-06,Coastal,staff,32.0
2025-09-06,Coastal,signal,34.0
2025-09-06,Coastal,accident,39.0
2025-09-06,Mountain, weather ,42.0
2025-09-06,Mountain,traffic,44.0
2025-09-06,Mountain,staff,33.0
2025-09-06,Mountain,signal,31.0
2025-09-06,Mountain,accident,44.0
2025-09-06,Valley,mechanical,38.0
2025-09-06,Valley, weather ,30.0
2025-09-06,Valley,traffic,40.0
2025-09-06,Valley,staff,37.0
2025-09-06,Valley,accident,39.0
2025-09-07,North-South,mechanical,27.0
2025-09-07,North-South, weather ,42.0
2025-09-07,North-South,staff,35.0
2025-09-07,North-South,signal,35.0
2025-09-07,North-South,accident,36.0
2025-09-07,East-West, weather ,37.0
2025-09-07,East-West,traffic,28.0
2025-09-07,East-West,staff,35.0
2025-09-07,East-West,signal,35.0
2025-09-07,Central,mechanical,42.0
2025-09-07,Central,traffic,30.0
2025-09-07,Central,staff,40.0
2025-09-07,Central,accident,39.0
2025-09-07,Coastal,mechanical,33.0
2025-09-07,Coastal, weather ,34.0
2025-09-07,Coastal,traffic,46.0
2025-09-07,Coastal,staff,37.0
2025-09-07,Coastal,signal,27.0
2025-09-07,Coastal,accident,43.0
2025-09-07,Mountain,mechanical,41.0
2025-09-07,Mountain, weather ,41.0
2025-09-07,Mountain,traffic,35.0
2025-09-07,Mountain,staff,39.0
2025-09-07,Mountain,signal,46.0
2025-09-07,Mountain,accident,42.0
2025-09-07,Valley, weather ,44.0
